,FamilyType
7554,Married
7553,Married
7552,Married
7551,Married
7550,Married
7549,Married
7548,Married
7547,Married
7546,Married
7545,Married
7544,Married
7543,Married
7542,Married
7533,Married
7342,Married
7505,Married
7497,Married
7461,Married
7459,Married
7458,Married
7457,Married
7456,Married
7455,Married
7452,Married
7451,Married
7448,Married
7447,Married
7446,Married
7445,Married
7444,Married
7443,Married
7442,Married
7462,Married
7499,Married
7478,Married
7480,Married
7495,Married
7494,Married
7493,Married
7492,Married
7491,Married
7490,Married
7489,Married
7488,Married
7487,Married
7486,Married
7485,Married
7484,Married
7483,Married
7482,Married
7481,Married
7479,Married
7558,Married
7341,Married
7339,Married
7158,Married
7157,Married
7156,Married
7155,Married
7154,Married
7153,Married
7159,Married
7152,Married
7150,Married
7149,Married
7148,Married
7147,Married
7146,Married
7145,Married
7151,Married
7160,Married
7161,Married
7162,Married
7185,Married
7184,Married
7181,Married
7180,Married
7179,Married
7178,Married
7177,Married
7176,Married
7172,Married
7168,Married
7167,Married
7166,Married
7165,Married
7164,Married
7163,Married
7144,Married
7143,Married
7142,Married
7141,Married
7105,Married
7104,Married
7103,Married
7102,Married
7101,Married
7099,Married
7098,Married
7096,Married
7095,Married
7094,Married
7093,Married
7092,Married
7087,Married
7086,Married
7085,Married
7108,Married
7186,Married
7109,Married
7111,Married
7140,Married
7139,Married
7138,Married
7124,Married
7122,Married
7121,Married
7120,Married
7119,Married
7118,Married
7117,Married
7116,Married
7115,Married
7114,Married
7113,Married
7112,Married
7110,Married
7187,Married
7191,Married
7192,Married
7281,Married
7280,Married
7279,Married
7278,Married
7272,Married
7271,Married
7270,Married
7269,Married
7268,Married
7267,Married
7266,Married
7259,Married
7258,Married
7257,Married
7254,Married
7282,Married
7253,Married
7289,Married
7291,Married
7338,Married
7337,Married
7336,Married
7335,Married
7334,Married
7333,Married
7306,Married
7305,Married
7304,Married
7303,Married
7299,Married
7298,Married
7297,Married
7296,Married
7292,Married
7290,Married
7340,Married
7251,Married
7249,Married
7211,Married
7210,Married
7209,Married
7208,Married
7205,Married
7204,Married
7203,Married
7200,Married
7199,Married
7198,Married
7197,Married
7196,Married
7195,Married
7194,Married
7193,Married
7212,Married
7250,Married
7214,Married
7228,Married
7248,Married
7247,Married
7246,Married
7245,Married
7243,Married
7242,Married
7239,Married
7236,Married
7235,Married
7234,Married
7233,Married
7232,Married
7231,Married
7230,Married
7229,Married
7227,Married
8473,Married
8474,Married
8475,Married
9559,Married
9558,Married
9557,Married
9556,Married
9555,Married
9554,Married
9560,Married
9553,Married
9551,Married
9550,Married
9549,Married
9548,Married
9547,Married
9546,Married
9552,Married
9561,Married
9562,Married
9563,Married
9584,Married
9583,Married
9582,Married
9581,Married
9580,Married
9579,Married
9575,Married
9574,Married
9573,Married
9572,Married
9569,Married
9568,Married
9567,Married
9566,Married
9564,Married
9545,Married
9544,Married
9543,Married
9542,Married
9498,Married
9497,Married
9496,Married
9495,Married
9494,Married
9492,Married
9491,Married
9490,Married
9489,Married
9488,Married
9487,Married
9486,Married
9485,Married
9484,Married
9483,Married
9504,Married
9585,Married
9505,Married
9507,Married
9541,Married
9540,Married
9539,Married
9538,Married
9537,Married
9536,Married
9522,Married
9521,Married
9520,Married
9516,Married
9515,Married
9514,Married
9513,Married
9512,Married
9508,Married
9506,Married
9482,Married
9588,Married
9590,Married
9692,Married
9691,Married
9690,Married
9689,Married
9688,Married
9687,Married
9693,Married
9686,Married
9684,Married
9683,Married
9682,Married
9681,Married
9680,Married
9679,Married
9685,Married
9694,Married
9695,Married
9696,Married
9711,Married
9710,Married
9709,Married
9708,Married
9707,Married
9706,Married
9705,Married
9704,Married
9703,Married
9702,Married
9701,Married
9700,Married
9699,Married
9698,Married
9697,Married
9678,Married
9677,Married
9676,Married
9675,Married
9613,Married
9612,Married
9608,Married
9607,Married
9606,Married
9605,Married
9604,Married
9603,Married
9598,Married
9597,Married
9596,Married
9595,Married
9594,Married
9593,Married
9591,Married
9614,Married
9589,Married
9615,Married
9618,Married
9674,Married
9673,Married
9672,Married
9671,Married
9670,Married
9669,Married
9629,Married
9628,Married
9627,Married
9626,Married
9625,Married
9624,Married
9623,Married
9622,Married
9619,Married
9617,Married
9481,Married
9476,Married
9475,Married
9345,Married
9344,Married
9343,Married
9342,Married
9338,Married
9337,Married
9346,Married
9336,Married
9332,Married
9331,Married
9330,Married
9329,Married
9328,Married
9327,Married
9333,Married
9347,Married
9348,Married
9349,Married
9369,Married
9368,Married
9367,Married
9366,Married
9365,Married
9364,Married
9363,Married
9360,Married
9359,Married
9358,Married
9357,Married
9356,Married
9355,Married
9354,Married
9350,Married
9326,Married
9325,Married
9324,Married
9321,Married
9299,Married
9298,Married
9297,Married
9296,Married
9295,Married
9294,Married
9293,Married
9292,Married
9291,Married
9290,Married
9289,Married
9288,Married
9287,Married
9286,Married
9285,Married
9300,Married
9371,Married
9301,Married
9303,Married
9320,Married
9319,Married
9318,Married
9317,Married
9316,Married
9313,Married
9312,Married
9311,Married
9310,Married
9309,Married
9308,Married
9307,Married
9306,Married
9305,Married
9304,Married
9302,Married
9372,Married
9373,Married
9374,Married
9452,Married
9451,Married
9447,Married
9446,Married
9445,Married
9444,Married
9443,Married
9441,Married
9439,Married
9438,Married
9437,Married
9436,Married
9435,Married
9434,Married
9433,Married
9453,Married
9432,Married
9454,Married
9456,Married
9474,Married
9473,Married
9472,Married
9471,Married
9470,Married
9469,Married
9468,Married
9464,Married
9463,Married
9462,Married
9461,Married
9460,Married
9459,Married
9458,Married
9457,Married
9455,Married
9712,Married
9431,Married
9429,Married
9409,Married
9408,Married
9407,Married
9406,Married
9405,Married
9404,Married
9403,Married
9402,Married
9401,Married
9400,Married
9381,Married
9380,Married
9379,Married
9378,Married
9375,Married
9410,Married
9430,Married
9411,Married
9413,Married
9428,Married
9427,Married
9426,Married
9425,Married
9424,Married
9423,Married
9422,Married
9421,Married
9420,Married
9419,Married
9418,Married
9417,Married
9416,Married
9415,Married
9414,Married
9412,Married
9713,Married
9714,Married
9715,Married
9980,Married
9979,Married
9978,Married
9977,Married
9976,Married
9975,Married
9981,Married
9974,Married
9972,Married
9971,Married
9970,Married
9969,Married
9968,Married
9967,Married
9973,Married
9982,Married
9983,Married
9984,Married
10001,Married
10000,Married
9998,Married
9996,Married
9995,Married
9994,Married
9993,Married
9992,Married
9991,Married
9990,Married
9989,Married
9988,Married
9987,Married
9986,Married
9985,Married
9966,Married
9965,Married
9964,Married
9963,Married
9921,Married
9920,Married
9919,Married
9915,Married
9913,Married
9911,Married
9910,Married
9909,Married
9908,Married
9907,Married
9906,Married
9905,Married
9903,Married
9902,Married
9901,Married
9922,Married
10002,Married
9923,Married
9925,Married
9962,Married
9961,Married
9960,Married
9959,Married
9958,Married
9941,Married
9940,Married
9939,Married
9935,Married
9934,Married
9933,Married
9932,Married
9928,Married
9927,Married
9926,Married
9924,Married
10004,Married
10005,Married
10006,Married
10073,Married
10072,Married
10071,Married
10070,Married
10069,Married
10068,Married
10067,Married
10066,Married
10065,Married
10064,Married
10063,Married
10062,Married
10061,Married
10060,Married
10059,Married
10074,Married
10058,Married
10075,Married
10077,Married
10098,Married
10097,Married
10094,Married
10093,Married
10089,Married
10087,Married
10086,Married
10085,Married
10084,Married
10083,Married
10082,Married
10081,Married
10080,Married
10079,Married
10078,Married
10076,Married
9899,Married
10057,Married
10055,Married
10025,Married
10024,Married
10023,Married
10022,Married
10021,Married
10020,Married
10019,Married
10018,Married
10017,Married
10016,Married
10013,Married
10012,Married
10011,Married
10010,Married
10009,Married
10026,Married
10056,Married
10028,Married
10030,Married
10054,Married
10053,Married
10044,Married
10043,Married
10042,Married
10041,Married
10040,Married
10038,Married
10037,Married
10036,Married
10035,Married
10034,Married
10033,Married
10032,Married
10031,Married
10029,Married
9284,Married
9898,Married
9893,Married
9778,Married
9774,Married
9773,Married
9772,Married
9771,Married
9770,Married
9779,Married
9769,Married
9764,Married
9763,Married
9762,Married
9761,Married
9760,Married
9759,Married
9768,Married
9780,Married
9781,Married
9782,Married
9800,Married
9799,Married
9798,Married
9797,Married
9795,Married
9794,Married
9793,Married
9792,Married
9791,Married
9790,Married
9789,Married
9788,Married
9787,Married
9786,Married
9783,Married
9758,Married
9757,Married
9753,Married
9750,Married
9730,Married
9729,Married
9728,Married
9727,Married
9726,Married
9725,Married
9724,Married
9723,Married
9722,Married
9721,Married
9720,Married
9719,Married
9718,Married
9717,Married
9716,Married
9731,Married
9801,Married
9732,Married
9734,Married
9749,Married
9748,Married
9747,Married
9746,Married
9745,Married
9744,Married
9743,Married
9742,Married
9741,Married
9740,Married
9739,Married
9738,Married
9737,Married
9736,Married
9735,Married
9733,Married
9802,Married
9803,Married
9804,Married
9869,Married
9868,Married
9867,Married
9866,Married
9865,Married
9864,Married
9863,Married
9862,Married
9861,Married
9860,Married
9859,Married
9858,Married
9857,Married
9856,Married
9855,Married
9870,Married
9854,Married
9871,Married
9873,Married
9891,Married
9890,Married
9889,Married
9888,Married
9887,Married
9886,Married
9885,Married
9884,Married
9883,Married
9882,Married
9881,Married
9880,Married
9879,Married
9877,Married
9876,Married
9872,Married
9897,Married
9853,Married
9851,Married
9821,Married
9819,Married
9818,Married
9817,Married
9816,Married
9814,Married
9813,Married
9812,Married
9811,Married
9810,Married
9809,Married
